LS_2843_152918_0015_SWT_LS_7505_258958_0035_tChange_5260_ms,5.25
LS_374_180299_0038_SWT_LS_2843_152918_0026_tChange_6462_ms,6.25
LS_2843_152918_0035_SWT_LS_7447_91187_0005_tChange_6415_ms,6.25
LS_7447_91187_0066_SWT_LS_2843_152918_0103_tChange_5450_ms,5.0
LS_374_180299_0031_SWT_LS_5456_62043_0022_tChange_5721_ms,5.25
LS_374_180299_0030_SWT_LS_7447_91186_0038_tChange_6473_ms,6.5
LS_5456_62043_0029_SWT_LS_374_180298_0037_tChange_5271_ms,5.25
LS_7505_83618_0019_SWT_LS_2843_152918_0113_tChange_5397_ms,5.25
LS_7505_258958_0020_SWT_LS_374_180299_0037_tChange_6556_ms,6.25
LS_2843_152918_0100_SWT_LS_5456_62014_0012_tChange_5549_ms,5.25
LS_5456_62043_0025_SWT_LS_374_180298_0010_tChange_6165_ms,6.0
LS_7505_258964_0015_SWT_LS_2843_152918_0058_tChange_6125_ms,5.75
LS_2843_152918_0022_SWT_LS_374_180299_0042_tChange_5631_ms,5.25
LS_2843_152918_0096_SWT_LS_7505_83618_0005_tChange_5821_ms,5.5
LS_7447_91186_0009_SWT_LS_374_180299_0033_tChange_5901_ms,6.0
LS_2843_152918_0106_SWT_LS_7505_83618_0016_tChange_5674_ms,5.5
LS_374_180298_0007_SWT_LS_7505_83618_0015_tChange_6408_ms,6.0
LS_7505_258958_0018_SWT_LS_2843_152918_0103_tChange_5753_ms,5.25
LS_374_180298_0055_SWT_LS_2843_152918_0100_tChange_9911_ms,9.75
LS_5456_62014_0017_SWT_LS_2843_152918_0113_tChange_6419_ms,6.25
LS_5456_62043_0014_SWT_LS_7447_91187_0030_tChange_5678_ms,5.5
LS_2843_152918_0028_SWT_LS_5456_58161_0003_tChange_5786_ms,5.5
LS_374_180299_0011_SWT_LS_7447_91187_0027_tChange_6487_ms,6.25
LS_7447_91187_0036_SWT_LS_7505_83618_0016_tChange_5449_ms,5.25
LS_5456_62043_0000_SWT_LS_7505_83618_0005_tChange_5873_ms,5.5
LS_2843_152918_0061_SWT_LS_7447_91187_0009_tChange_6039_ms,6.25
LS_5456_62043_0035_SWT_LS_7505_83618_0016_tChange_6261_ms,6.25
LS_7447_91187_0005_SWT_LS_7505_258958_0035_tChange_8872_ms,8.5
LS_7447_91187_0012_SWT_LS_2843_152918_0016_tChange_5458_ms,5.0
LS_374_180298_0020_SWT_LS_5456_58161_0003_tChange_6092_ms,5.75
LS_5456_62043_0021_SWT_LS_7505_83618_0007_tChange_5578_ms,5.5
LS_2843_152918_0058_SWT_LS_5456_58161_0022_tChange_6571_ms,6.25
LS_7447_91186_0038_SWT_LS_7505_83618_0024_tChange_5740_ms,5.5
LS_374_180298_0049_SWT_LS_5456_62014_0017_tChange_5982_ms,5.75
LS_7505_258964_0004_SWT_LS_2843_152918_0023_tChange_5859_ms,5.75
LS_374_180298_0044_SWT_LS_7505_258964_0019_tChange_6168_ms,6.0
LS_7447_91187_0061_SWT_LS_7505_83618_0007_tChange_5910_ms,5.75
LS_374_180299_0006_SWT_LS_2843_152918_0016_tChange_5513_ms,5.25
LS_2843_152918_0010_SWT_LS_7447_91187_0061_tChange_5998_ms,5.75
LS_7505_83618_0024_SWT_LS_7447_91186_0038_tChange_7389_ms,7.25
LS_7447_91187_0009_SWT_LS_7505_83618_0015_tChange_7703_ms,7.75
LS_7505_258964_0023_SWT_LS_5456_62014_0017_tChange_6339_ms,6.0
LS_2843_152918_0023_SWT_LS_5456_62043_0002_tChange_5959_ms,5.75
LS_2843_152918_0002_SWT_LS_7505_83618_0010_tChange_5893_ms,5.5
LS_7505_258964_0046_SWT_LS_374_180298_0015_tChange_5520_ms,5.25
LS_374_180298_0060_SWT_LS_7447_91187_0030_tChange_5612_ms,5.5
LS_7447_91187_0050_SWT_LS_374_180299_0037_tChange_5839_ms,5.5
LS_2843_152918_0081_SWT_LS_7447_91187_0036_tChange_6102_ms,5.75
LS_5322_7679_0005_SWT_LS_8425_287387_0030_tChange_5313_ms,5.25
LS_2843_152918_0103_SWT_LS_5456_62043_0022_tChange_7301_ms,7.0
LS_374_180298_0018_SWT_LS_7447_91187_0005_tChange_5732_ms,5.5
LS_5456_62043_0002_SWT_LS_2843_152918_0023_tChange_5274_ms,5.25
LS_5456_62043_0017_SWT_LS_2843_152918_0016_tChange_5404_ms,5.0
LS_4898_28461_0014_SWT_LS_5322_7679_0005_tChange_6171_ms,6.0
LS_7505_83618_0005_SWT_LS_7447_91187_0030_tChange_6195_ms,6.0
LS_7505_258964_0009_SWT_LS_5456_62043_0022_tChange_6460_ms,6.25
LS_7505_258964_0045_SWT_LS_2843_152918_0016_tChange_6571_ms,6.25
LS_7505_258958_0035_SWT_LS_7447_91187_0005_tChange_5406_ms,5.25
LS_7447_91187_0014_SWT_LS_2843_152918_0023_tChange_5310_ms,5.25
LS_7447_91187_0047_SWT_LS_5456_58161_0003_tChange_6357_ms,6.0
LS_374_180298_0040_SWT_LS_2843_152918_0103_tChange_8598_ms,8.75
LS_2843_152918_0004_SWT_LS_7505_83618_0024_tChange_5234_ms,5.0
LS_2843_152918_0029_SWT_LS_7505_258964_0019_tChange_6245_ms,5.75
LS_374_180298_0050_SWT_LS_5456_62014_0011_tChange_5219_ms,5.25
LS_374_180298_0008_SWT_LS_7447_91187_0036_tChange_6568_ms,6.5
LS_5456_58161_0017_SWT_LS_7505_258958_0035_tChange_5889_ms,5.75
LS_5322_7678_0001_SWT_LS_4898_20016_0022_tChange_5669_ms,5.5
LS_2843_152918_0026_SWT_LS_5456_62014_0011_tChange_5528_ms,5.25
LS_5456_58161_0003_SWT_LS_2843_152918_0028_tChange_7787_ms,7.5
LS_374_180299_0022_SWT_LS_2843_152918_0028_tChange_5577_ms,5.25
LS_2843_152918_0089_SWT_LS_7447_91187_0027_tChange_6837_ms,6.75
LS_2843_152918_0001_SWT_LS_7447_91187_0030_tChange_5253_ms,5.0
LS_2843_152918_0009_SWT_LS_374_180299_0033_tChange_6129_ms,5.75
LS_7505_83618_0007_SWT_LS_7447_91187_0061_tChange_6194_ms,6.0
LS_374_180298_0002_SWT_LS_5456_62043_0002_tChange_5408_ms,5.25
LS_7447_91186_0041_SWT_LS_2843_152918_0100_tChange_5531_ms,5.25
LS_374_180298_0042_SWT_LS_5456_58161_0022_tChange_5267_ms,5.0
LS_5456_62043_0023_SWT_LS_7447_91187_0009_tChange_5226_ms,5.25
LS_374_180299_0013_SWT_LS_7505_83618_0016_tChange_5607_ms,5.5
LS_5456_58161_0021_SWT_LS_7505_83618_0024_tChange_5946_ms,5.75
LS_5456_62014_0000_SWT_LS_7447_91187_0027_tChange_5367_ms,5.5
LS_374_180299_0024_SWT_LS_7505_83618_0024_tChange_5886_ms,5.75
LS_7447_91187_0027_SWT_LS_7505_258964_0019_tChange_5835_ms,5.5
LS_5456_62014_0002_SWT_LS_374_180299_0042_tChange_5944_ms,5.5
LS_2843_152918_0025_SWT_LS_7447_91186_0038_tChange_5754_ms,5.75
LS_5456_24741_0013_SWT_LS_374_180298_0059_tChange_6023_ms,6.25
LS_7447_91187_0049_SWT_LS_5456_62014_0011_tChange_5341_ms,5.0
LS_7505_258964_0003_SWT_LS_374_180298_0010_tChange_5712_ms,5.5
LS_7505_258964_0022_SWT_LS_5456_58161_0003_tChange_6851_ms,6.75
LS_2843_152918_0060_SWT_LS_7505_83618_0007_tChange_5905_ms,5.75
LS_7505_258964_0028_SWT_LS_5456_58161_0022_tChange_5449_ms,5.25
LS_374_180298_0028_SWT_LS_2843_152918_0058_tChange_5627_ms,5.25
LS_5456_24741_0019_SWT_LS_7447_91186_0038_tChange_6417_ms,6.5
LS_7447_91187_0046_SWT_LS_374_180298_0015_tChange_6468_ms,6.25
LS_374_180299_0021_SWT_LS_2843_152918_0023_tChange_6163_ms,6.0
LS_7447_91187_0007_SWT_LS_5456_62014_0012_tChange_6112_ms,6.0
LS_5456_58161_0009_SWT_LS_374_180299_0037_tChange_5767_ms,5.5
LS_7505_258964_0024_SWT_LS_374_180299_0042_tChange_6374_ms,6.0
LS_374_180299_0045_SWT_LS_7447_91187_0057_tChange_6089_ms,6.0
LS_5456_62014_0011_SWT_LS_2843_152918_0026_tChange_7036_ms,6.75
LS_2843_152918_0046_SWT_LS_374_180298_0059_tChange_6271_ms,6.0
LS_7505_258964_0018_SWT_LS_374_180298_0037_tChange_5420_ms,5.25
LS_5456_62043_0030_SWT_LS_7447_91187_0057_tChange_6657_ms,6.5
LS_2843_152918_0013_SWT_LS_374_180298_0015_tChange_6463_ms,6.25
LS_5456_58161_0027_SWT_LS_374_180298_0015_tChange_5490_ms,5.25
LS_5456_58161_0022_SWT_LS_2843_152918_0058_tChange_5574_ms,5.25
LS_7505_83618_0010_SWT_LS_7447_91187_0057_tChange_5970_ms,5.75
LS_5456_58161_0000_SWT_LS_374_180299_0033_tChange_6312_ms,6.0
LS_7447_91187_0054_SWT_LS_5456_58161_0022_tChange_5598_ms,5.25
LS_5456_62043_0022_SWT_LS_2843_152918_0103_tChange_7259_ms,7.75
LS_7447_91187_0003_SWT_LS_374_180298_0037_tChange_5259_ms,4.75
LS_7505_83618_0015_SWT_LS_7447_91187_0009_tChange_6307_ms,6.25
LS_2843_152918_0068_SWT_LS_374_180298_0010_tChange_5820_ms,5.75
LS_7447_91186_0011_SWT_LS_374_180298_0059_tChange_5613_ms,5.25
LS_5456_62043_0032_SWT_LS_7505_83618_0010_tChange_6385_ms,6.0
LS_5456_62043_0009_SWT_LS_7505_258964_0019_tChange_5557_ms,5.25
LS_7447_91187_0028_SWT_LS_2843_152918_0113_tChange_5476_ms,5.5
LS_7505_258958_0017_SWT_LS_5456_62014_0012_tChange_5832_ms,5.5
LS_7505_258964_0037_SWT_LS_374_180299_0033_tChange_9486_ms,9.25
LS_7505_258958_0019_SWT_LS_2843_152918_0100_tChange_6638_ms,6.5
LS_2843_152918_0062_SWT_LS_7447_91187_0057_tChange_6003_ms,5.75
LS_7505_258964_0051_SWT_LS_5456_62043_0017_tChange_5967_ms,5.75
LS_374_180298_0033_SWT_LS_7505_83618_0007_tChange_7213_ms,7.0
LS_7505_258964_0031_SWT_LS_5456_62014_0011_tChange_7261_ms,7.0
LS_5456_24741_0008_SWT_LS_7505_83618_0015_tChange_5678_ms,5.5
LS_7505_258964_0044_SWT_LS_5456_62043_0002_tChange_5925_ms,5.75
LS_374_180299_0019_SWT_LS_7447_91187_0061_tChange_5557_ms,5.5
LS_7505_83618_0026_SWT_LS_2843_152918_0028_tChange_6147_ms,5.75
LS_7505_258964_0019_SWT_LS_7447_91187_0027_tChange_5412_ms,5.0
LS_2843_152918_0051_SWT_LS_374_180298_0037_tChange_5631_ms,5.25
LS_2843_152918_0011_SWT_LS_7505_83618_0015_tChange_6339_ms,6.0
LS_7447_91187_0030_SWT_LS_7505_83618_0005_tChange_5579_ms,5.75
LS_7447_91186_0039_SWT_LS_2843_152918_0028_tChange_5905_ms,5.5
LS_5456_62014_0012_SWT_LS_2843_152918_0100_tChange_5447_ms,5.5
LS_374_180298_0011_SWT_LS_2843_152918_0113_tChange_6006_ms,5.75
LS_374_180298_0012_SWT_LS_5456_62014_0012_tChange_9088_ms,9.0
LS_7447_91187_0057_SWT_LS_7505_83618_0010_tChange_5646_ms,5.25
LS_2843_152918_0088_SWT_LS_374_180299_0037_tChange_6702_ms,6.25
